prompt_id,prompt_language,model,response_chars
issue_gaza_strip_Q39760__reg1,ar,gpt-4o,1359
issue_gaza_strip_Q39760__reg2,ar,gpt-4o,793
issue_india_Q668__reg2,ar,deepseek-chat-v3.1,3981
issue_india_Q668__reg2,ar,qwen3-max,2687
issue_india_Q668__bndA,ar,qwen3-max,2075
issue_2026_delhi_jantar_mantar_protests_Q140615137__bndB,ar,deepseek-chat-v3.1,2320
issue_jd_vance_Q28935729__reg2,ar,mistral-large-2512,5339
issue_india_Q668__bndB,ar,grok-4.3,1690
issue_gaza_strip_Q39760__reg1,ar,deepseek-chat-v3.1,1781
issue_india_Q668__bndA,ar,claude-opus-4.5,2028
issue_2026_delhi_jantar_mantar_protests_Q140615137__bndA,ar,mistral-large-2512,4299
issue_gaza_strip_Q39760__reg2,ar,gpt-5.1,3399
issue_gaza_strip_Q39760__bndA,ar,gpt-4o,2035
issue_india_Q668__bndA,ar,gpt-5.1,7731
issue_gaza_strip_Q39760__reg1,ar,grok-4.3,3724
issue_india_Q668__bndB,ar,qwen3-max,2479
issue_gaza_strip_Q39760__reg2,ar,deepseek-chat-v3.1,685
issue_india_Q668__bndB,ar,claude-opus-4.5,1595
issue_india_Q668__bndB,ar,gpt-5.1,6075
issue_gaza_strip_Q39760__reg1,ar,claude-opus-4.5,1782
issue_gaza_strip_Q39760__reg2,ar,grok-4.3,1537
issue_gaza_strip_Q39760__bndB,ar,gpt-5.1,939
issue_gaza_strip_Q39760__reg2,ar,claude-opus-4.5,1239
issue_gaza_strip_Q39760__bndB,ar,gpt-4o,1763
issue_falun_gong_Q185802__reg1,ar,deepseek-chat-v3.1,93
issue_2026_delhi_jantar_mantar_protests_Q140615137__bndB,ar,mistral-large-2512,3744
issue_falun_gong_Q185802__reg1,ar,gpt-4o,1239
issue_india_Q668__bndA,ar,deepseek-chat-v3.1,1996
issue_gaza_strip_Q39760__reg1,ar,gpt-5.1,9579
issue_gaza_strip_Q39760__reg2,ar,qwen3-max,2689
issue_jd_vance_Q28935729__reg1,ar,mistral-large-2512,7513
issue_gaza_strip_Q39760__bndA,ar,grok-4.3,2115
issue_gaza_strip_Q39760__bndB,ar,grok-4.3,1848
issue_falun_gong_Q185802__reg2,ar,gpt-4o,1454
issue_2026_delhi_jantar_mantar_protests_Q140615137__bndA,ar,deepseek-chat-v3.1,3378
issue_gaza_strip_Q39760__bndB,ar,claude-opus-4.5,1120
issue_gaza_strip_Q39760__bndA,ar,gpt-5.1,8071
issue_falun_gong_Q185802__reg1,ar,grok-4.3,1690
issue_falun_gong_Q185802__bndA,ar,gpt-5.1,845
issue_gaza_strip_Q39760__bndA,ar,claude-opus-4.5,2089
issue_falun_gong_Q185802__reg2,ar,qwen3-max,915
issue_india_Q668__reg2,ar,mistral-large-2512,4822
issue_india_Q668__reg1,ar,mistral-large-2512,5472
issue_falun_gong_Q185802__bndA,ar,gpt-4o,2058
issue_falun_gong_Q185802__reg1,ar,claude-opus-4.5,1421
issue_falun_gong_Q185802__reg2,ar,deepseek-chat-v3.1,682
issue_falun_gong_Q185802__bndA,ar,deepseek-chat-v3.1,633
issue_gaza_strip_Q39760__reg1,ar,qwen3-max,5103
issue_falun_gong_Q185802__reg2,ar,grok-4.3,3033
issue_2026_delhi_jantar_mantar_protests_Q140615137__reg2,ar,mistral-large-2512,6316
issue_gaza_strip_Q39760__bndA,ar,qwen3-max,3578
issue_falun_gong_Q185802__reg1,ar,qwen3-max,2575
issue_gaza_strip_Q39760__bndB,ar,qwen3-max,3092
issue_falun_gong_Q185802__reg1,ar,gpt-5.1,5044
issue_gaza_strip_Q39760__reg2,ar,mistral-large-2512,3150
issue_falun_gong_Q185802__bndA,ar,grok-4.3,1119
issue_falun_gong_Q185802__reg2,ar,claude-opus-4.5,1412
issue_falun_gong_Q185802__bndB,ar,gpt-4o,1786
issue_falun_gong_Q185802__bndA,ar,claude-opus-4.5,846
issue_kissufim_massacre_Q123054618__reg1,ar,gpt-4o,1221
issue_falun_gong_Q185802__reg2,ar,gpt-5.1,6760
issue_falun_gong_Q185802__bndB,ar,grok-4.3,1702
issue_kissufim_massacre_Q123054618__reg1,ar,deepseek-chat-v3.1,591
issue_india_Q668__bndB,ar,mistral-large-2512,5757
issue_kissufim_massacre_Q123054618__reg2,ar,gpt-4o,1649
issue_india_Q668__bndA,ar,mistral-large-2512,6464
issue_falun_gong_Q185802__bndB,ar,qwen3-max,1639
issue_falun_gong_Q185802__bndB,ar,gpt-5.1,4083
issue_falun_gong_Q185802__bndB,ar,deepseek-chat-v3.1,685
issue_kissufim_massacre_Q123054618__bndB,ar,gpt-5.1,612
issue_kissufim_massacre_Q123054618__reg1,ar,grok-4.3,1816
issue_gaza_strip_Q39760__bndA,ar,deepseek-chat-v3.1,2334
issue_kissufim_massacre_Q123054618__bndA,ar,gpt-4o,1653
issue_kissufim_massacre_Q123054618__reg1,ar,claude-opus-4.5,1050
issue_gaza_strip_Q39760__bndA,ar,mistral-large-2512,4688
issue_kissufim_massacre_Q123054618__reg2,ar,grok-4.3,1337
issue_kissufim_massacre_Q123054618__reg2,ar,claude-opus-4.5,1204
issue_kissufim_massacre_Q123054618__reg1,ar,gpt-5.1,5910
issue_kissufim_massacre_Q123054618__bndB,ar,gpt-4o,1738
issue_falun_gong_Q185802__bndA,ar,qwen3-max,3266
issue_gaza_strip_Q39760__bndB,ar,deepseek-chat-v3.1,715
issue_falun_gong_Q185802__bndB,ar,claude-opus-4.5,2112
issue_kissufim_massacre_Q123054618__bndA,ar,grok-4.3,1701
issue_kissufim_massacre_Q123054618__reg1,ar,qwen3-max,2996
issue_kissufim_massacre_Q123054618__bndA,ar,claude-opus-4.5,884
issue_kissufim_massacre_Q123054618__bndB,ar,grok-4.3,667
issue_oleksandr_syrskyi_Q64737357__reg1,ar,gpt-4o,1596
issue_oleksandr_syrskyi_Q64737357__reg2,ar,gpt-4o,189
issue_kissufim_massacre_Q123054618__bndB,ar,claude-opus-4.5,722
issue_oleksandr_syrskyi_Q64737357__reg2,ar,gpt-5.1,789
issue_oleksandr_syrskyi_Q64737357__reg1,ar,deepseek-chat-v3.1,1051
issue_oleksandr_syrskyi_Q64737357__reg2,ar,deepseek-chat-v3.1,91
issue_kissufim_massacre_Q123054618__bndB,ar,deepseek-chat-v3.1,1193
issue_kissufim_massacre_Q123054618__bndA,ar,qwen3-max,2210
issue_oleksandr_syrskyi_Q64737357__reg2,ar,grok-4.3,1090
issue_kissufim_massacre_Q123054618__reg2,ar,gpt-5.1,5851
issue_kissufim_massacre_Q123054618__reg2,ar,qwen3-max,3720
issue_oleksandr_syrskyi_Q64737357__bndA,ar,gpt-4o,1688
issue_gaza_strip_Q39760__bndB,ar,mistral-large-2512,5498
issue_oleksandr_syrskyi_Q64737357__reg2,ar,claude-opus-4.5,707
issue_kissufim_massacre_Q123054618__bndA,ar,deepseek-chat-v3.1,1318
issue_india_Q668__bndB,ar,deepseek-chat-v3.1,1708
issue_kissufim_massacre_Q123054618__bndA,ar,gpt-5.1,6416
issue_oleksandr_syrskyi_Q64737357__reg1,ar,claude-opus-4.5,1150
issue_oleksandr_syrskyi_Q64737357__reg1,ar,grok-4.3,2720
issue_kissufim_massacre_Q123054618__bndB,ar,qwen3-max,2912
issue_oleksandr_syrskyi_Q64737357__bndB,ar,gpt-4o,1508
issue_oleksandr_syrskyi_Q64737357__reg1,ar,gpt-5.1,6031
issue_falun_gong_Q185802__reg2,ar,mistral-large-2512,5383
issue_kyiv_strikes_2022_present_Q116969194__reg1,ar,gpt-4o,1273
issue_oleksandr_syrskyi_Q64737357__reg2,ar,qwen3-max,2288
issue_gaza_strip_Q39760__reg1,ar,mistral-large-2512,7879
issue_oleksandr_syrskyi_Q64737357__bndA,ar,grok-4.3,2304
issue_oleksandr_syrskyi_Q64737357__bndA,ar,gpt-5.1,5605
issue_falun_gong_Q185802__reg1,ar,mistral-large-2512,5666
issue_oleksandr_syrskyi_Q64737357__bndB,ar,grok-4.3,1671
issue_falun_gong_Q185802__bndA,ar,mistral-large-2512,5198
issue_kyiv_strikes_2022_present_Q116969194__reg2,ar,gpt-4o,1731
issue_oleksandr_syrskyi_Q64737357__bndB,ar,gpt-5.1,3527
issue_kyiv_strikes_2022_present_Q116969194__reg1,ar,grok-4.3,1927
issue_oleksandr_syrskyi_Q64737357__reg1,ar,qwen3-max,3687
issue_kyiv_strikes_2022_present_Q116969194__reg2,ar,deepseek-chat-v3.1,1252
issue_oleksandr_syrskyi_Q64737357__bndB,ar,qwen3-max,1936
issue_kyiv_strikes_2022_present_Q116969194__bndA,ar,gpt-5.1,760
issue_falun_gong_Q185802__bndB,ar,mistral-large-2512,4294
issue_kyiv_strikes_2022_present_Q116969194__reg1,ar,claude-opus-4.5,1297
issue_jd_vance_Q28935729__bndB,ar,deepseek-chat-v3.1,3217
issue_kyiv_strikes_2022_present_Q116969194__bndA,ar,gpt-4o,1765
issue_kyiv_strikes_2022_present_Q116969194__reg2,ar,grok-4.3,2334
issue_kissufim_massacre_Q123054618__reg2,ar,mistral-large-2512,5364
issue_oleksandr_syrskyi_Q64737357__bndA,ar,qwen3-max,2975
issue_kissufim_massacre_Q123054618__bndA,ar,mistral-large-2512,4662
issue_kyiv_strikes_2022_present_Q116969194__bndB,ar,gpt-4o,1497
issue_oleksandr_syrskyi_Q64737357__bndB,ar,claude-opus-4.5,1911
issue_kyiv_strikes_2022_present_Q116969194__reg2,ar,claude-opus-4.5,1356
issue_kyiv_strikes_2022_present_Q116969194__bndA,ar,deepseek-chat-v3.1,3768
issue_kyiv_strikes_2022_present_Q116969194__reg1,ar,gpt-5.1,6452
issue_kissufim_massacre_Q123054618__reg2,ar,deepseek-chat-v3.1,2759
issue_kyiv_strikes_2022_present_Q116969194__reg1,ar,deepseek-chat-v3.1,491
issue_kissufim_massacre_Q123054618__reg1,ar,mistral-large-2512,5056
issue_kyiv_strikes_2022_present_Q116969194__bndA,ar,claude-opus-4.5,858
issue_kyiv_strikes_2022_present_Q116969194__bndA,ar,grok-4.3,1484
issue_oleksandr_syrskyi_Q64737357__bndA,ar,deepseek-chat-v3.1,2076
issue_arab_citizens_of_israel_Q204333__reg1,ar,gpt-4o,1410
issue_kyiv_strikes_2022_present_Q116969194__bndB,ar,gpt-5.1,4428
issue_kyiv_strikes_2022_present_Q116969194__reg1,ar,qwen3-max,3639
issue_oleksandr_syrskyi_Q64737357__bndA,ar,claude-opus-4.5,2563
issue_arab_citizens_of_israel_Q204333__reg2,ar,gpt-4o,1728
issue_kyiv_strikes_2022_present_Q116969194__reg2,ar,qwen3-max,3047
issue_kyiv_strikes_2022_present_Q116969194__bndB,ar,claude-opus-4.5,1113
issue_kyiv_strikes_2022_present_Q116969194__reg2,ar,gpt-5.1,7231
issue_kyiv_strikes_2022_present_Q116969194__bndB,ar,grok-4.3,1818
issue_kyiv_strikes_2022_present_Q116969194__bndA,ar,qwen3-max,2393
issue_kissufim_massacre_Q123054618__bndB,ar,mistral-large-2512,4494
issue_arab_citizens_of_israel_Q204333__reg1,ar,grok-4.3,2166
issue_arab_citizens_of_israel_Q204333__bndA,ar,gpt-4o,1750
issue_oleksandr_syrskyi_Q64737357__reg2,ar,mistral-large-2512,5372
issue_arab_citizens_of_israel_Q204333__reg2,ar,grok-4.3,1770
issue_oleksandr_syrskyi_Q64737357__bndB,ar,mistral-large-2512,4211
issue_arab_citizens_of_israel_Q204333__reg1,ar,claude-opus-4.5,1441
issue_kyiv_strikes_2022_present_Q116969194__bndB,ar,qwen3-max,2833
issue_arab_citizens_of_israel_Q204333__bndB,ar,gpt-4o,1893
issue_arab_citizens_of_israel_Q204333__reg1,ar,deepseek-chat-v3.1,1289
issue_oleksandr_syrskyi_Q64737357__reg1,ar,mistral-large-2512,6254
issue_arab_citizens_of_israel_Q204333__reg2,ar,claude-opus-4.5,1362
issue_arab_citizens_of_israel_Q204333__bndB,ar,deepseek-chat-v3.1,1330
issue_united_kingdom_Q145__reg1,ar,gpt-4o,1518
issue_arab_citizens_of_israel_Q204333__bndB,ar,grok-4.3,1457
issue_oleksandr_syrskyi_Q64737357__bndA,ar,mistral-large-2512,5409
issue_kyiv_strikes_2022_present_Q116969194__bndB,ar,deepseek-chat-v3.1,2056
issue_arab_citizens_of_israel_Q204333__reg1,ar,qwen3-max,3554
issue_arab_citizens_of_israel_Q204333__reg1,ar,gpt-5.1,6148
issue_arab_citizens_of_israel_Q204333__bndA,ar,grok-4.3,2642
issue_arab_citizens_of_israel_Q204333__bndA,ar,gpt-5.1,4663
issue_united_kingdom_Q145__reg2,ar,deepseek-chat-v3.1,1206
issue_kyiv_strikes_2022_present_Q116969194__reg2,ar,mistral-large-2512,4694
issue_united_kingdom_Q145__reg2,ar,gpt-4o,1561
issue_arab_citizens_of_israel_Q204333__bndA,ar,qwen3-max,2923
issue_united_kingdom_Q145__reg1,ar,grok-4.3,2409
issue_united_kingdom_Q145__reg1,ar,gpt-5.1,3636
issue_arab_citizens_of_israel_Q204333__bndA,ar,claude-opus-4.5,1977
issue_arab_citizens_of_israel_Q204333__bndB,ar,qwen3-max,2232
issue_arab_citizens_of_israel_Q204333__reg2,ar,deepseek-chat-v3.1,1986
issue_arab_citizens_of_israel_Q204333__reg2,ar,gpt-5.1,8950
issue_united_kingdom_Q145__reg1,ar,claude-opus-4.5,1180
issue_united_kingdom_Q145__reg2,ar,grok-4.3,2017
issue_arab_citizens_of_israel_Q204333__reg2,ar,qwen3-max,4549
issue_united_kingdom_Q145__bndA,ar,gpt-4o,1748
issue_arab_citizens_of_israel_Q204333__bndB,ar,gpt-5.1,5304
issue_arab_citizens_of_israel_Q204333__bndB,ar,claude-opus-4.5,1735
issue_united_kingdom_Q145__bndB,ar,gpt-4o,1902
issue_temple_mount_Q193163__reg1,ar,gpt-4o,1579
issue_united_kingdom_Q145__reg1,ar,qwen3-max,2868
issue_united_kingdom_Q145__bndA,ar,grok-4.3,2165
issue_united_kingdom_Q145__reg2,ar,claude-opus-4.5,1213
issue_kyiv_strikes_2022_present_Q116969194__reg1,ar,mistral-large-2512,5999
issue_arab_citizens_of_israel_Q204333__bndA,ar,deepseek-chat-v3.1,2383
issue_united_kingdom_Q145__bndA,ar,gpt-5.1,4602
issue_united_kingdom_Q145__bndB,ar,grok-4.3,2200
issue_temple_mount_Q193163__reg2,ar,gpt-4o,1428
issue_kyiv_strikes_2022_present_Q116969194__bndA,ar,mistral-large-2512,5445
issue_united_kingdom_Q145__bndA,ar,qwen3-max,2607
issue_united_kingdom_Q145__bndB,ar,claude-opus-4.5,1147
issue_kyiv_strikes_2022_present_Q116969194__bndB,ar,mistral-large-2512,5860
issue_temple_mount_Q193163__bndA,ar,gpt-5.1,662
issue_temple_mount_Q193163__reg1,ar,grok-4.3,2293
issue_united_kingdom_Q145__reg2,ar,qwen3-max,3519
issue_united_kingdom_Q145__bndB,ar,gpt-5.1,5936
issue_united_kingdom_Q145__bndB,ar,qwen3-max,2607
issue_temple_mount_Q193163__reg1,ar,claude-opus-4.5,1281
issue_temple_mount_Q193163__reg2,ar,gpt-5.1,3272
issue_temple_mount_Q193163__reg1,ar,gpt-5.1,5165
issue_united_kingdom_Q145__reg2,ar,gpt-5.1,7338
issue_temple_mount_Q193163__bndA,ar,gpt-4o,1883
issue_temple_mount_Q193163__reg2,ar,grok-4.3,1630
issue_temple_mount_Q193163__reg2,ar,claude-opus-4.5,1147
issue_united_kingdom_Q145__bndA,ar,claude-opus-4.5,2176
issue_united_kingdom_Q145__bndA,ar,deepseek-chat-v3.1,2124
issue_arab_citizens_of_israel_Q204333__bndB,ar,mistral-large-2512,4859
issue_temple_mount_Q193163__reg2,ar,qwen3-max,1945
issue_temple_mount_Q193163__bndB,ar,gpt-4o,1739
issue_arab_citizens_of_israel_Q204333__bndA,ar,mistral-large-2512,5724
issue_united_kingdom_Q145__reg1,ar,mistral-large-2512,4675
issue_temple_mount_Q193163__bndA,ar,grok-4.3,1763
issue_oleksandr_syrskyi_Q64737357__bndB,ar,deepseek-chat-v3.1,1800
issue_arab_citizens_of_israel_Q204333__reg1,ar,mistral-large-2512,6688
issue_temple_mount_Q193163__bndA,ar,claude-opus-4.5,1122
issue_arab_citizens_of_israel_Q204333__reg2,ar,mistral-large-2512,6579
issue_khyber_pakhtunkhwa_Q183314__reg1,ar,gpt-4o,1614
issue_temple_mount_Q193163__reg1,ar,qwen3-max,3413
issue_khyber_pakhtunkhwa_Q183314__reg2,ar,gpt-4o,1338
issue_temple_mount_Q193163__bndB,ar,grok-4.3,1693
issue_temple_mount_Q193163__bndA,ar,qwen3-max,2393
issue_khyber_pakhtunkhwa_Q183314__reg1,ar,gpt-5.1,3826
issue_temple_mount_Q193163__reg1,ar,deepseek-chat-v3.1,1875
issue_khyber_pakhtunkhwa_Q183314__bndA,ar,gpt-4o,1433
issue_khyber_pakhtunkhwa_Q183314__reg2,ar,deepseek-chat-v3.1,502
issue_united_kingdom_Q145__bndA,ar,mistral-large-2512,4959
issue_temple_mount_Q193163__bndB,ar,gpt-5.1,6752
issue_united_kingdom_Q145__reg1,ar,deepseek-chat-v3.1,2518
issue_united_kingdom_Q145__bndB,ar,mistral-large-2512,4027
issue_khyber_pakhtunkhwa_Q183314__reg1,ar,grok-4.3,2742
issue_united_kingdom_Q145__reg2,ar,mistral-large-2512,5747
issue_khyber_pakhtunkhwa_Q183314__reg1,ar,claude-opus-4.5,1327
issue_temple_mount_Q193163__bndB,ar,deepseek-chat-v3.1,1535
issue_khyber_pakhtunkhwa_Q183314__reg2,ar,grok-4.3,2693
issue_united_kingdom_Q145__bndB,ar,deepseek-chat-v3.1,2350
issue_temple_mount_Q193163__bndB,ar,qwen3-max,2421
issue_khyber_pakhtunkhwa_Q183314__bndB,ar,gpt-4o,1668
issue_khyber_pakhtunkhwa_Q183314__bndA,ar,grok-4.3,1290
issue_khyber_pakhtunkhwa_Q183314__reg2,ar,claude-opus-4.5,1145
issue_khyber_pakhtunkhwa_Q183314__bndA,ar,deepseek-chat-v3.1,1776
issue_temple_mount_Q193163__bndA,ar,deepseek-chat-v3.1,2012
issue_israeli_occupied_territories_Q575187__reg1,ar,gpt-4o,1175
issue_khyber_pakhtunkhwa_Q183314__bndA,ar,gpt-5.1,3944
issue_khyber_pakhtunkhwa_Q183314__reg1,ar,deepseek-chat-v3.1,1501
issue_temple_mount_Q193163__reg1,ar,mistral-large-2512,4706
issue_khyber_pakhtunkhwa_Q183314__reg2,ar,gpt-5.1,5189
issue_temple_mount_Q193163__reg2,ar,mistral-large-2512,4258
issue_israeli_occupied_territories_Q575187__reg1,ar,deepseek-chat-v3.1,3898
issue_israeli_occupied_territories_Q575187__reg2,ar,gpt-4o,1815
issue_khyber_pakhtunkhwa_Q183314__reg2,ar,qwen3-max,3133
issue_khyber_pakhtunkhwa_Q183314__bndB,ar,grok-4.3,2466
issue_israeli_occupied_territories_Q575187__reg2,ar,deepseek-chat-v3.1,893
issue_khyber_pakhtunkhwa_Q183314__bndA,ar,qwen3-max,1811
issue_khyber_pakhtunkhwa_Q183314__bndA,ar,claude-opus-4.5,1649
issue_temple_mount_Q193163__bndB,ar,claude-opus-4.5,2606
issue_khyber_pakhtunkhwa_Q183314__reg1,ar,qwen3-max,3798
issue_israeli_occupied_territories_Q575187__bndA,ar,gpt-4o,1971
issue_israeli_occupied_territories_Q575187__reg1,ar,claude-opus-4.5,1332
issue_khyber_pakhtunkhwa_Q183314__bndB,ar,gpt-5.1,4424
issue_israeli_occupied_territories_Q575187__reg1,ar,grok-4.3,2587
issue_israeli_occupied_territories_Q575187__bndB,ar,gpt-4o,1997
issue_khyber_pakhtunkhwa_Q183314__bndB,ar,qwen3-max,2213
issue_israeli_occupied_territories_Q575187__bndB,ar,gpt-5.1,975
issue_israeli_occupied_territories_Q575187__reg2,ar,grok-4.3,2651
issue_israeli_occupied_territories_Q575187__reg2,ar,claude-opus-4.5,1340
issue_khyber_pakhtunkhwa_Q183314__reg1,ar,mistral-large-2512,3928
issue_p_ter_magyar_Q124488292__reg1,ar,deepseek-chat-v3.1,91
issue_p_ter_magyar_Q124488292__reg1,ar,gpt-4o,1367
issue_khyber_pakhtunkhwa_Q183314__bndB,ar,claude-opus-4.5,1713
issue_israeli_occupied_territories_Q575187__reg1,ar,gpt-5.1,6261
issue_israeli_occupied_territories_Q575187__bndA,ar,grok-4.3,1098
issue_p_ter_magyar_Q124488292__reg2,ar,deepseek-chat-v3.1,93
issue_israeli_occupied_territories_Q575187__bndB,ar,grok-4.3,2431
issue_israeli_occupied_territories_Q575187__reg1,ar,qwen3-max,4009
issue_temple_mount_Q193163__bndB,ar,mistral-large-2512,4677
issue_israeli_occupied_territories_Q575187__bndA,ar,qwen3-max,2278
issue_israeli_occupied_territories_Q575187__bndA,ar,gpt-5.1,6048
issue_khyber_pakhtunkhwa_Q183314__bndA,ar,mistral-large-2512,3699
issue_israeli_occupied_territories_Q575187__reg2,ar,gpt-5.1,6415
issue_p_ter_magyar_Q124488292__bndA,ar,gpt-5.1,563
issue_khyber_pakhtunkhwa_Q183314__bndB,ar,deepseek-chat-v3.1,973
issue_p_ter_magyar_Q124488292__reg2,ar,gpt-4o,1664
issue_khyber_pakhtunkhwa_Q183314__reg2,ar,mistral-large-2512,4206
issue_p_ter_magyar_Q124488292__reg1,ar,grok-4.3,1969
issue_israeli_occupied_territories_Q575187__reg2,ar,qwen3-max,3536
issue_temple_mount_Q193163__bndA,ar,mistral-large-2512,5385
issue_p_ter_magyar_Q124488292__reg2,ar,grok-4.3,1859
issue_israeli_occupied_territories_Q575187__bndB,ar,claude-opus-4.5,1474
issue_israeli_occupied_territories_Q575187__bndA,ar,claude-opus-4.5,2488
issue_p_ter_magyar_Q124488292__bndA,ar,gpt-4o,1745
issue_p_ter_magyar_Q124488292__bndB,ar,gpt-4o,1816
issue_p_ter_magyar_Q124488292__reg1,ar,claude-opus-4.5,1251
issue_israeli_occupied_territories_Q575187__bndB,ar,qwen3-max,2968
issue_p_ter_magyar_Q124488292__bndA,ar,grok-4.3,1732
issue_p_ter_magyar_Q124488292__reg2,ar,claude-opus-4.5,1145
issue_p_ter_magyar_Q124488292__reg1,ar,gpt-5.1,5304
issue_p_ter_magyar_Q124488292__bndB,ar,grok-4.3,1044
issue_khyber_pakhtunkhwa_Q183314__bndB,ar,mistral-large-2512,4472
issue_2026_california_billionaire_tax_initiative_Q139023642__reg1,ar,gpt-4o,1475
issue_israeli_occupied_territories_Q575187__bndB,ar,deepseek-chat-v3.1,1551
issue_p_ter_magyar_Q124488292__bndA,ar,claude-opus-4.5,969
issue_p_ter_magyar_Q124488292__reg1,ar,qwen3-max,3445
issue_2026_california_billionaire_tax_initiative_Q139023642__reg2,ar,gpt-4o,1857
issue_p_ter_magyar_Q124488292__bndA,ar,qwen3-max,1864
issue_2026_california_billionaire_tax_initiative_Q139023642__reg1,ar,grok-4.3,1572
issue_p_ter_magyar_Q124488292__reg2,ar,qwen3-max,3280
issue_2026_california_billionaire_tax_initiative_Q139023642__reg1,ar,claude-opus-4.5,888
issue_p_ter_magyar_Q124488292__bndB,ar,claude-opus-4.5,1200
issue_p_ter_magyar_Q124488292__bndB,ar,qwen3-max,1819
issue_p_ter_magyar_Q124488292__reg2,ar,gpt-5.1,6652
issue_p_ter_magyar_Q124488292__bndB,ar,gpt-5.1,4421
issue_2026_california_billionaire_tax_initiative_Q139023642__reg2,ar,grok-4.3,3662
issue_2026_california_billionaire_tax_initiative_Q139023642__bndA,ar,gpt-4o,1905
issue_2026_california_billionaire_tax_initiative_Q139023642__bndB,ar,deepseek-chat-v3.1,1902
issue_2026_california_billionaire_tax_initiative_Q139023642__bndA,ar,grok-4.3,1981
issue_israeli_occupied_territories_Q575187__reg1,ar,mistral-large-2512,5510
issue_2026_california_billionaire_tax_initiative_Q139023642__bndB,ar,gpt-4o,2159
issue_2026_california_billionaire_tax_initiative_Q139023642__reg1,ar,qwen3-max,2907
issue_2026_california_billionaire_tax_initiative_Q139023642__reg1,ar,gpt-5.1,6001
issue_israeli_occupied_territories_Q575187__reg2,ar,mistral-large-2512,6051
issue_israeli_occupied_territories_Q575187__bndB,ar,mistral-large-2512,5040
issue_2026_california_billionaire_tax_initiative_Q139023642__bndB,ar,gpt-5.1,4396
issue_2026_california_billionaire_tax_initiative_Q139023642__bndB,ar,grok-4.3,2359
issue_2026_california_billionaire_tax_initiative_Q139023642__reg2,ar,claude-opus-4.5,1940
issue_2026_california_billionaire_tax_initiative_Q139023642__bndA,ar,gpt-5.1,4314
issue_prime_minister_of_hungary_Q3315094__reg1,ar,gpt-4o,1392
issue_p_ter_magyar_Q124488292__bndA,ar,mistral-large-2512,3879
issue_p_ter_magyar_Q124488292__bndB,ar,deepseek-chat-v3.1,1701
issue_prime_minister_of_hungary_Q3315094__reg2,ar,gpt-4o,1222
issue_israeli_occupied_territories_Q575187__bndA,ar,mistral-large-2512,6471
issue_prime_minister_of_hungary_Q3315094__reg1,ar,claude-opus-4.5,642
issue_prime_minister_of_hungary_Q3315094__reg1,ar,gpt-5.1,3324
issue_2026_california_billionaire_tax_initiative_Q139023642__bndA,ar,qwen3-max,2893
issue_2026_california_billionaire_tax_initiative_Q139023642__reg2,ar,qwen3-max,3919
issue_2026_california_billionaire_tax_initiative_Q139023642__bndA,ar,mistral-large-2512,2677
