original_path,new_path,action,classification,reason,evidence,upstream_creator,downstream_references,sha256_before,sha256_after,size_bytes,reproducible,contains_unique_evidence,tracked_status,applied
docs/fig_candidates_ru.png,archive/2026-09-01_pre_rationalization/docs/fig_candidates_ru.png,archive,historical_provenance,Superseded or completed provenance removed from the live interface.,Historical documentation/code or pre-repair artifact; retained by hash in dated archive.,documented in artifact registry or file header,must be repaired after move,910ddef380cc7d85ab5b4c7cded10a33fc79c38ba3e99fa4ef5089d76033f5a1,910ddef380cc7d85ab5b4c7cded10a33fc79c38ba3e99fa4ef5089d76033f5a1,131296,true,true,tracked,true
docs/fig_current_events_threshold.png,archive/2026-09-01_pre_rationalization/docs/fig_current_events_threshold.png,archive,historical_provenance,Superseded or completed provenance removed from the live interface.,Historical documentation/code or pre-repair artifact; retained by hash in dated archive.,documented in artifact registry or file header,must be repaired after move,65723beaade29b50042d1613c6d0a596553997241dc3509f919ae0bb4869d799,65723beaade29b50042d1613c6d0a596553997241dc3509f919ae0bb4869d799,91426,true,true,tracked,true
docs/fig_full_battery.png,archive/2026-09-01_pre_rationalization/docs/fig_full_battery.png,archive,historical_provenance,Superseded or completed provenance removed from the live interface.,Historical documentation/code or pre-repair artifact; retained by hash in dated archive.,documented in artifact registry or file header,must be repaired after move,55df640d96a026acc7882640c47514e85249de8d6ac8cc05e0060b858a4938c1,55df640d96a026acc7882640c47514e85249de8d6ac8cc05e0060b858a4938c1,87248,true,true,tracked,true
docs/fig_multiedition_candidates.png,archive/2026-09-01_pre_rationalization/docs/fig_multiedition_candidates.png,archive,historical_provenance,Superseded or completed provenance removed from the live interface.,Historical documentation/code or pre-repair artifact; retained by hash in dated archive.,documented in artifact registry or file header,must be repaired after move,cd0e5a21f599432006f322aa14f50a41ec5385b9c605d0c3bf3fe83d01285b1b,cd0e5a21f599432006f322aa14f50a41ec5385b9c605d0c3bf3fe83d01285b1b,62248,true,true,tracked,true
docs/fig_native_sourcing_probe.png,archive/2026-09-01_pre_rationalization/docs/fig_native_sourcing_probe.png,archive,historical_provenance,Superseded or completed provenance removed from the live interface.,Historical documentation/code or pre-repair artifact; retained by hash in dated archive.,documented in artifact registry or file header,must be repaired after move,0d171222ba2452997ef940ebc50e647ef53049b6e5434fffca05266a456b4faa,0d171222ba2452997ef940ebc50e647ef53049b6e5434fffca05266a456b4faa,85784,true,true,tracked,true
docs/fig_pilot_refusal.png,archive/2026-09-01_pre_rationalization/docs/fig_pilot_refusal.png,archive,historical_provenance,Superseded or completed provenance removed from the live interface.,Historical documentation/code or pre-repair artifact; retained by hash in dated archive.,documented in artifact registry or file header,must be repaired after move,3df234f849c7439685263e2280e608d92208e8a84dfc216f0a65eda27d709735,3df234f849c7439685263e2280e608d92208e8a84dfc216f0a65eda27d709735,168642,true,true,tracked,true
docs/fig_probe_assessment.png,archive/2026-09-01_pre_rationalization/docs/fig_probe_assessment.png,archive,historical_provenance,Superseded or completed provenance removed from the live interface.,Historical documentation/code or pre-repair artifact; retained by hash in dated archive.,documented in artifact registry or file header,must be repaired after move,f2db5fec105faf257928bb655473be804fae8b0b5f6274738723abfb842c0c7c,f2db5fec105faf257928bb655473be804fae8b0b5f6274738723abfb842c0c7c,75422,true,true,tracked,true
docs/fig_rebalanced_coverage.png,archive/2026-09-01_pre_rationalization/docs/fig_rebalanced_coverage.png,archive,historical_provenance,Superseded or completed provenance removed from the live interface.,Historical documentation/code or pre-repair artifact; retained by hash in dated archive.,documented in artifact registry or file header,must be repaired after move,d7f27068219b08e5d30b20b8bce8eb4c6dea4a44ea8c4a48e7a74e3959f1f72d,d7f27068219b08e5d30b20b8bce8eb4c6dea4a44ea8c4a48e7a74e3959f1f72d,77755,true,true,tracked,true
docs/fig_sourcing_routes.png,archive/2026-09-01_pre_rationalization/docs/fig_sourcing_routes.png,archive,historical_provenance,Superseded or completed provenance removed from the live interface.,Historical documentation/code or pre-repair artifact; retained by hash in dated archive.,documented in artifact registry or file header,must be repaired after move,db5635e8ade4c8bb34593d4c0d9ba953776ceff0ddda6a6d83b2191c911ef709,db5635e8ade4c8bb34593d4c0d9ba953776ceff0ddda6a6d83b2191c911ef709,123126,true,true,tracked,true
docs/fig_temporal_battery_en.png,archive/2026-09-01_pre_rationalization/docs/fig_temporal_battery_en.png,archive,historical_provenance,Superseded or completed provenance removed from the live interface.,Historical documentation/code or pre-repair artifact; retained by hash in dated archive.,documented in artifact registry or file header,must be repaired after move,0bd09070c5db2c3946d4ed1b72b06d2c18c502cdbddafeb21d6e2ca944fd4813,0bd09070c5db2c3946d4ed1b72b06d2c18c502cdbddafeb21d6e2ca944fd4813,105250,true,true,tracked,true
docs/fig_temporal_native_gap.png,archive/2026-09-01_pre_rationalization/docs/fig_temporal_native_gap.png,archive,historical_provenance,Superseded or completed provenance removed from the live interface.,Historical documentation/code or pre-repair artifact; retained by hash in dated archive.,documented in artifact registry or file header,must be repaired after move,8a19f8c64de676e982c904678b5aa0160be39ba82ca2bae1c8d0b75ad3637480,8a19f8c64de676e982c904678b5aa0160be39ba82ca2bae1c8d0b75ad3637480,66286,true,true,tracked,true
docs/fig_temporal_probe.png,archive/2026-09-01_pre_rationalization/docs/fig_temporal_probe.png,archive,historical_provenance,Superseded or completed provenance removed from the live interface.,Historical documentation/code or pre-repair artifact; retained by hash in dated archive.,documented in artifact registry or file header,must be repaired after move,3328fade9a3edafd022b3569331bd5962f0f18fd0d5c8ea03cf133f7e07d2639,3328fade9a3edafd022b3569331bd5962f0f18fd0d5c8ea03cf133f7e07d2639,78851,true,true,tracked,true
docs/fig_temporal_route_90d.png,archive/2026-09-01_pre_rationalization/docs/fig_temporal_route_90d.png,archive,historical_provenance,Superseded or completed provenance removed from the live interface.,Historical documentation/code or pre-repair artifact; retained by hash in dated archive.,documented in artifact registry or file header,must be repaired after move,48e6733d6aa0a3341464eadb7a96193ae768a4aa9c72d12b5dadb0d3cb89b5aa,48e6733d6aa0a3341464eadb7a96193ae768a4aa9c72d12b5dadb0d3cb89b5aa,117803,true,true,tracked,true
docs/pilot_v1_annotations_tidy.csv,archive/2026-09-01_pre_rationalization/docs/pilot_v1_annotations_tidy.csv,archive,historical_provenance,Superseded or completed provenance removed from the live interface.,Historical documentation/code or pre-repair artifact; retained by hash in dated archive.,documented in artifact registry or file header,must be repaired after move,78f66c31d986f1e109c21bf37e68e539c21b81fcb0a85ac1ee7171d27ac9f429,78f66c31d986f1e109c21bf37e68e539c21b81fcb0a85ac1ee7171d27ac9f429,849909,true,true,tracked,true
docs/pilot_v1_combined.csv,archive/2026-09-01_pre_rationalization/docs/pilot_v1_combined.csv,archive,historical_provenance,Superseded or completed provenance removed from the live interface.,Historical documentation/code or pre-repair artifact; retained by hash in dated archive.,documented in artifact registry or file header,must be repaired after move,6a12a5d4cd7c48bbce722141a8e97614f47b1b6fa557d0a7db35636d7240b173,6a12a5d4cd7c48bbce722141a8e97614f47b1b6fa557d0a7db35636d7240b173,861573,true,true,tracked,true
docs/probe_findings.md,archive/2026-09-01_pre_rationalization/docs/probe_findings.md,archive,historical_provenance,Superseded or completed provenance removed from the live interface.,Historical documentation/code or pre-repair artifact; retained by hash in dated archive.,documented in artifact registry or file header,must be repaired after move,3ef84e4fd321e797bd5c85e9293971c5ae5cf83a5b528cf160bd6ca9e18e7595,3ef84e4fd321e797bd5c85e9293971c5ae5cf83a5b528cf160bd6ca9e18e7595,5480,true,true,tracked,true
interactive/pages/10_Refusal_boundary_consistency_review.py,archive/2026-09-01_pre_rationalization/interactive/pages/10_Refusal_boundary_consistency_review.py,archive,historical_provenance,Superseded or completed provenance removed from the live interface.,Historical documentation/code or pre-repair artifact; retained by hash in dated archive.,documented in artifact registry or file header,must be repaired after move,2b05be0b274d60fa6bfaaec5f3a3b15f3c6a2de699485c16167622a462ffedf5,2b05be0b274d60fa6bfaaec5f3a3b15f3c6a2de699485c16167622a462ffedf5,11123,true,true,ignored_or_untracked,true
interactive/pages/2_Human_validity_review.py,archive/2026-09-01_pre_rationalization/interactive/pages/2_Human_validity_review.py,archive,historical_provenance,Superseded or completed provenance removed from the live interface.,Historical documentation/code or pre-repair artifact; retained by hash in dated archive.,documented in artifact registry or file header,must be repaired after move,a05c65bd807b1ce348bf6a29ceac8af220e7dc899154aff845b2b711d6c43b23,a05c65bd807b1ce348bf6a29ceac8af220e7dc899154aff845b2b711d6c43b23,13754,true,true,ignored_or_untracked,true
interactive/pages/3_Stage_A_disagreement_adjudication.py,archive/2026-09-01_pre_rationalization/interactive/pages/3_Stage_A_disagreement_adjudication.py,archive,historical_provenance,Superseded or completed provenance removed from the live interface.,Historical documentation/code or pre-repair artifact; retained by hash in dated archive.,documented in artifact registry or file header,must be repaired after move,18b9992bd114a59cf8931172d45aa4e99ca80102979d4fd27451172700bc4e85,18b9992bd114a59cf8931172d45aa4e99ca80102979d4fd27451172700bc4e85,10264,true,true,ignored_or_untracked,true
interactive/pages/4_Decomposed_response_review.py,archive/2026-09-01_pre_rationalization/interactive/pages/4_Decomposed_response_review.py,archive,historical_provenance,Superseded or completed provenance removed from the live interface.,Historical documentation/code or pre-repair artifact; retained by hash in dated archive.,documented in artifact registry or file header,must be repaired after move,aed3fe7c30fb06d1975db5df234c23f43308bd38689f142cfd29a8e3a3156a68,aed3fe7c30fb06d1975db5df234c23f43308bd38689f142cfd29a8e3a3156a68,11034,true,true,ignored_or_untracked,true
interactive/pages/5_Review_frontier_annotations.py,archive/2026-09-01_pre_rationalization/interactive/pages/5_Review_frontier_annotations.py,archive,historical_provenance,Superseded or completed provenance removed from the live interface.,Historical documentation/code or pre-repair artifact; retained by hash in dated archive.,documented in artifact registry or file header,must be repaired after move,1a2e78d69a6124bc5cc7cfca7b44b823d345ed89ec97cd42f723c32a2f0a9a94,1a2e78d69a6124bc5cc7cfca7b44b823d345ed89ec97cd42f723c32a2f0a9a94,11300,true,true,ignored_or_untracked,true
interactive/pages/6_Final_harmonization_review.py,archive/2026-09-01_pre_rationalization/interactive/pages/6_Final_harmonization_review.py,archive,historical_provenance,Superseded or completed provenance removed from the live interface.,Historical documentation/code or pre-repair artifact; retained by hash in dated archive.,documented in artifact registry or file header,must be repaired after move,88b138c5b21f0d94a9df0427e10755463723a307a0fa99027772c48a9e8ca3b8,88b138c5b21f0d94a9df0427e10755463723a307a0fa99027772c48a9e8ca3b8,9410,true,true,ignored_or_untracked,true
interactive/pages/7_Final_Luna_v2_4_human_validation.py,archive/2026-09-01_pre_rationalization/interactive/pages/7_Final_Luna_v2_4_human_validation.py,archive,historical_provenance,Superseded or completed provenance removed from the live interface.,Historical documentation/code or pre-repair artifact; retained by hash in dated archive.,documented in artifact registry or file header,must be repaired after move,c33fa30e2d5cb8112f391def33595c573091352c28dce85527582e2bed46647e,c33fa30e2d5cb8112f391def33595c573091352c28dce85527582e2bed46647e,11336,true,true,ignored_or_untracked,true
interactive/pages/8_External_Sol_reference.py,archive/2026-09-01_pre_rationalization/interactive/pages/8_External_Sol_reference.py,archive,historical_provenance,Superseded or completed provenance removed from the live interface.,Historical documentation/code or pre-repair artifact; retained by hash in dated archive.,documented in artifact registry or file header,must be repaired after move,7dc3a4482c180d65d3e2fd4e83ba13ffb4c164c8ebf9f87e3bc7923ac0853fca,7dc3a4482c180d65d3e2fd4e83ba13ffb4c164c8ebf9f87e3bc7923ac0853fca,4971,true,true,ignored_or_untracked,true
interactive/pages/9_Refusal_disagreement_review.py,archive/2026-09-01_pre_rationalization/interactive/pages/9_Refusal_disagreement_review.py,archive,historical_provenance,Superseded or completed provenance removed from the live interface.,Historical documentation/code or pre-repair artifact; retained by hash in dated archive.,documented in artifact registry or file header,must be repaired after move,69505720c7868dab9e928ea7612e7d6d1241fc139b758a66195cb9197c6d7372,69505720c7868dab9e928ea7612e7d6d1241fc139b758a66195cb9197c6d7372,11360,true,true,ignored_or_untracked,true
interactive/tests/test_frontier_review.py,archive/2026-09-01_pre_rationalization/interactive/tests/test_frontier_review.py,archive,historical_provenance,Superseded or completed provenance removed from the live interface.,Historical documentation/code or pre-repair artifact; retained by hash in dated archive.,documented in artifact registry or file header,must be repaired after move,33e3777dc0fc21260715b201fca59ea1924d13df9739e00e28e1dbc5de39dce9,33e3777dc0fc21260715b201fca59ea1924d13df9739e00e28e1dbc5de39dce9,1084,true,true,ignored_or_untracked,true
interactive/tests/test_harmonization_review.py,archive/2026-09-01_pre_rationalization/interactive/tests/test_harmonization_review.py,archive,historical_provenance,Superseded or completed provenance removed from the live interface.,Historical documentation/code or pre-repair artifact; retained by hash in dated archive.,documented in artifact registry or file header,must be repaired after move,a89ca2fd6ce5896bec06205a16d7cc9332a555b08fa6ce183a95acecb86aae57,a89ca2fd6ce5896bec06205a16d7cc9332a555b08fa6ce183a95acecb86aae57,980,true,true,ignored_or_untracked,true
interactive/tests/test_refusal_boundary_consistency_review.py,archive/2026-09-01_pre_rationalization/interactive/tests/test_refusal_boundary_consistency_review.py,archive,historical_provenance,Superseded or completed provenance removed from the live interface.,Historical documentation/code or pre-repair artifact; retained by hash in dated archive.,documented in artifact registry or file header,must be repaired after move,d1e0b0cf1801fe86b41d744327d6b9f1a815b7da5f33d821b2761d466ed9d01f,d1e0b0cf1801fe86b41d744327d6b9f1a815b7da5f33d821b2761d466ed9d01f,945,true,true,ignored_or_untracked,true
