path,file_type,tracked_status,size_bytes,scientific_role,created_by,upstream_inputs,downstream_consumers,current_status,canonical_or_supporting,reproducible,contains_unique_evidence,recommended_action,confidence,evidence,new_path,sha256_before,sha256_after
annotations/model_expansion_v1/openrouter_pilot_v1/cell_viability_v1/hunyuan_en_ru_sol_v2_4_audit_v1/.run.lock,file,ignored,0,"historical annotation, validation, or pilot run state",unknown,unknown,none_found_by_direct_path_scan,historical_provenance,false,expensive,true,retain_or_archive,medium,Non-current annotation tree; preserve until run-level provenance is mapped.,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
annotations/model_expansion_v1/openrouter_pilot_v1/cell_viability_v1/hunyuan_en_ru_sol_v2_4_audit_v1/attempts.jsonl,jsonl,ignored,201497,"historical annotation, validation, or pilot run state",unknown,unknown,none_found_by_direct_path_scan,historical_provenance,false,expensive,true,retain_or_archive,medium,Non-current annotation tree; preserve until run-level provenance is mapped.,,daa4184c5996499405511f861d6e19ec2df2199d02c265805d6501b3d3eb9cbb,daa4184c5996499405511f861d6e19ec2df2199d02c265805d6501b3d3eb9cbb
annotations/model_expansion_v1/openrouter_pilot_v1/cell_viability_v1/hunyuan_en_ru_sol_v2_4_audit_v1/audit_index.parquet,parquet,ignored,103726,"historical annotation, validation, or pilot run state",unknown,unknown,none_found_by_direct_path_scan,historical_provenance,false,expensive,true,retain_or_archive,medium,Non-current annotation tree; preserve until run-level provenance is mapped.,,d84756afe20f4d1249696b1a79efd4ab1de8331932ebbc959bddb97932c6d906,d84756afe20f4d1249696b1a79efd4ab1de8331932ebbc959bddb97932c6d906
annotations/model_expansion_v1/openrouter_pilot_v1/cell_viability_v1/hunyuan_en_ru_sol_v2_4_audit_v1/audit_summary.json,json,ignored,1564,"historical annotation, validation, or pilot run state",unknown,unknown,none_found_by_direct_path_scan,historical_provenance,false,expensive,true,retain_or_archive,medium,Non-current annotation tree; preserve until run-level provenance is mapped.,,35f7f7f02a437d500b923601e9ee66a0da8947cc4277613f9cee4154d1a23dfc,35f7f7f02a437d500b923601e9ee66a0da8947cc4277613f9cee4154d1a23dfc
annotations/model_expansion_v1/openrouter_pilot_v1/cell_viability_v1/hunyuan_en_ru_sol_v2_4_audit_v1/borderline_cell_decisions.csv,csv,ignored,474,"historical annotation, validation, or pilot run state",unknown,unknown,none_found_by_direct_path_scan,historical_provenance,false,expensive,true,retain_or_archive,medium,Non-current annotation tree; preserve until run-level provenance is mapped.,,237b5e965b4f62e5bc9edadc29378a93871473b4ae634243ad9b661d2272eb38,237b5e965b4f62e5bc9edadc29378a93871473b4ae634243ad9b661d2272eb38
annotations/model_expansion_v1/openrouter_pilot_v1/cell_viability_v1/hunyuan_en_ru_sol_v2_4_audit_v1/cost_estimate.json,json,ignored,696,"historical annotation, validation, or pilot run state",unknown,unknown,none_found_by_direct_path_scan,historical_provenance,false,expensive,true,retain_or_archive,medium,Non-current annotation tree; preserve until run-level provenance is mapped.,,bbb1d1d992825acc21d78632bcfcc99afa69ff0e08b4f57615d4fe26fd74c3d0,bbb1d1d992825acc21d78632bcfcc99afa69ff0e08b4f57615d4fe26fd74c3d0
annotations/model_expansion_v1/openrouter_pilot_v1/cell_viability_v1/hunyuan_en_ru_sol_v2_4_audit_v1/manifest.json,json,ignored,3703,"historical annotation, validation, or pilot run state",unknown,unknown,none_found_by_direct_path_scan,historical_provenance,false,expensive,true,retain_or_archive,medium,Non-current annotation tree; preserve until run-level provenance is mapped.,,e5dab891a4a75ae0103357a1ac77398b1e35c6e580a93ac1db6fc640d0e1550e,e5dab891a4a75ae0103357a1ac77398b1e35c6e580a93ac1db6fc640d0e1550e
annotations/model_expansion_v1/openrouter_pilot_v1/cell_viability_v1/hunyuan_en_ru_sol_v2_4_audit_v1/paired_labels.parquet,parquet,ignored,181605,"historical annotation, validation, or pilot run state",unknown,unknown,none_found_by_direct_path_scan,historical_provenance,false,expensive,true,retain_or_archive,medium,Non-current annotation tree; preserve until run-level provenance is mapped.,,5ba8b16486850a5b9e3608cd69fbe477b9308f6bd073f6721e59c0b22c974721,5ba8b16486850a5b9e3608cd69fbe477b9308f6bd073f6721e59c0b22c974721
annotations/model_expansion_v1/openrouter_pilot_v1/cell_viability_v1/hunyuan_en_ru_sol_v2_4_audit_v1/prompt.txt,text,ignored,6505,"historical annotation, validation, or pilot run state",unknown,unknown,none_found_by_direct_path_scan,historical_provenance,false,expensive,true,retain_or_archive,medium,Non-current annotation tree; preserve until run-level provenance is mapped.,,d8b64963f77bd796f8bfc7d778ca2437c6fb5c572c9af0f7398955adaf3eb8af,d8b64963f77bd796f8bfc7d778ca2437c6fb5c572c9af0f7398955adaf3eb8af
annotations/model_expansion_v1/openrouter_pilot_v1/cell_viability_v1/hunyuan_en_ru_sol_v2_4_audit_v1/provider_requests.jsonl,jsonl,ignored,1046028,"historical annotation, validation, or pilot run state",unknown,unknown,none_found_by_direct_path_scan,historical_provenance,false,expensive,true,retain_or_archive,medium,Non-current annotation tree; preserve until run-level provenance is mapped.,,ff956d75fb3f2d4880665ce420058000c250636c00f19d95a300681cdd66fec6,ff956d75fb3f2d4880665ce420058000c250636c00f19d95a300681cdd66fec6
annotations/model_expansion_v1/openrouter_pilot_v1/cell_viability_v1/hunyuan_en_ru_sol_v2_4_audit_v1/response_schema.json,json,ignored,1746,"historical annotation, validation, or pilot run state",unknown,unknown,none_found_by_direct_path_scan,historical_provenance,false,expensive,true,retain_or_archive,medium,Non-current annotation tree; preserve until run-level provenance is mapped.,,51ff1ebb6cf77fa05202b7391f0d0e2ba01e0c39caeafc2a10feaeea747d9c16,51ff1ebb6cf77fa05202b7391f0d0e2ba01e0c39caeafc2a10feaeea747d9c16
annotations/model_expansion_v1/openrouter_pilot_v1/cell_viability_v1/hunyuan_en_ru_sol_v2_4_audit_v1/results.jsonl,jsonl,ignored,201497,"historical annotation, validation, or pilot run state",unknown,unknown,none_found_by_direct_path_scan,historical_provenance,false,expensive,true,retain_or_archive,medium,Non-current annotation tree; preserve until run-level provenance is mapped.,,7f25d89a727879e92bf6ef9cfe72046e870c4573ceaab928f2a8ad4ee7b9fd40,7f25d89a727879e92bf6ef9cfe72046e870c4573ceaab928f2a8ad4ee7b9fd40
annotations/model_expansion_v1/openrouter_pilot_v1/cell_viability_v1/hunyuan_en_ru_sol_v2_4_audit_v1/run_summary.json,json,ignored,643,"historical annotation, validation, or pilot run state",unknown,unknown,none_found_by_direct_path_scan,historical_provenance,false,expensive,true,retain_or_archive,medium,Non-current annotation tree; preserve until run-level provenance is mapped.,,1aecb8521bb5e9898ea9a0fa474b3f959b5a5797732dc9ef6a5f9f7808491d67,1aecb8521bb5e9898ea9a0fa474b3f959b5a5797732dc9ef6a5f9f7808491d67
annotations/model_expansion_v1/openrouter_pilot_v1/cell_viability_v1/manifest.json,json,ignored,981,"historical annotation, validation, or pilot run state",unknown,unknown,none_found_by_direct_path_scan,historical_provenance,false,expensive,true,retain_or_archive,medium,Non-current annotation tree; preserve until run-level provenance is mapped.,,f7d34297c3397d17bc856f58249c19dd30d5f213093fb513131c2a1210d1af46,f7d34297c3397d17bc856f58249c19dd30d5f213093fb513131c2a1210d1af46
annotations/model_expansion_v1/openrouter_pilot_v1/cell_viability_v1/provisional_cell_registry.csv,csv,ignored,7011,"historical annotation, validation, or pilot run state",unknown,unknown,docs/OPENROUTER_MODEL_EXPANSION_V1.md,historical_provenance,false,expensive,true,retain_or_archive,medium,Non-current annotation tree; preserve until run-level provenance is mapped. Direct path references found in 1 file(s).,,3354af789251d370625a1a0a935c87ffad822f08910811222c706005c9634557,3354af789251d370625a1a0a935c87ffad822f08910811222c706005c9634557
annotations/model_expansion_v1/openrouter_pilot_v1/cost_estimate.json,json,ignored,2164,"historical annotation, validation, or pilot run state",unknown,unknown,none_found_by_direct_path_scan,historical_provenance,false,expensive,true,retain_or_archive,medium,Non-current annotation tree; preserve until run-level provenance is mapped.,,4b05c7f8bb7a42640b6767df5d375610d29d09e420236f4d60207bfaa1a8b178,4b05c7f8bb7a42640b6767df5d375610d29d09e420236f4d60207bfaa1a8b178
annotations/model_expansion_v1/openrouter_pilot_v1/hindi_sol_v2_4_cell_audit_v1/.run.lock,file,ignored,0,"historical annotation, validation, or pilot run state",unknown,unknown,none_found_by_direct_path_scan,historical_provenance,false,expensive,true,retain_or_archive,medium,Non-current annotation tree; preserve until run-level provenance is mapped.,,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
annotations/model_expansion_v1/openrouter_pilot_v1/hindi_sol_v2_4_cell_audit_v1/attempts.jsonl,jsonl,ignored,952087,"historical annotation, validation, or pilot run state",unknown,unknown,none_found_by_direct_path_scan,historical_provenance,false,expensive,true,retain_or_archive,medium,Non-current annotation tree; preserve until run-level provenance is mapped.,,4b4cc9590e2805f78fee7ad8fa09e625ddf7190718c826016cad3d4bc38a3b28,4b4cc9590e2805f78fee7ad8fa09e625ddf7190718c826016cad3d4bc38a3b28
annotations/model_expansion_v1/openrouter_pilot_v1/hindi_sol_v2_4_cell_audit_v1/audit_index.parquet,parquet,ignored,265992,"historical annotation, validation, or pilot run state",unknown,unknown,none_found_by_direct_path_scan,historical_provenance,false,expensive,true,retain_or_archive,medium,Non-current annotation tree; preserve until run-level provenance is mapped.,,30dfc7045c427a802b5ee2a80f170dd446ecef6598f1cb1c04533d23663d24d7,30dfc7045c427a802b5ee2a80f170dd446ecef6598f1cb1c04533d23663d24d7
annotations/model_expansion_v1/openrouter_pilot_v1/hindi_sol_v2_4_cell_audit_v1/audit_summary.json,json,ignored,1433,"historical annotation, validation, or pilot run state",unknown,unknown,none_found_by_direct_path_scan,historical_provenance,false,expensive,true,retain_or_archive,medium,Non-current annotation tree; preserve until run-level provenance is mapped.,,70d00359064897fc7bc1102468a6e9d1ba92204a6bff19d134bdf4ea06cc1d05,70d00359064897fc7bc1102468a6e9d1ba92204a6bff19d134bdf4ea06cc1d05
annotations/model_expansion_v1/openrouter_pilot_v1/hindi_sol_v2_4_cell_audit_v1/cost_estimate.json,json,ignored,751,"historical annotation, validation, or pilot run state",unknown,unknown,none_found_by_direct_path_scan,historical_provenance,false,expensive,true,retain_or_archive,medium,Non-current annotation tree; preserve until run-level provenance is mapped.,,6d56053a1b323de939e57e5827765715fd1fe15b4e104febae493e97204d3c91,6d56053a1b323de939e57e5827765715fd1fe15b4e104febae493e97204d3c91
annotations/model_expansion_v1/openrouter_pilot_v1/hindi_sol_v2_4_cell_audit_v1/hindi_cell_viability.csv,csv,ignored,1899,"historical annotation, validation, or pilot run state",unknown,unknown,none_found_by_direct_path_scan,historical_provenance,false,expensive,true,retain_or_archive,medium,Non-current annotation tree; preserve until run-level provenance is mapped.,,3d85c6566fe8a1ee3fa3350a15235b63379db2ed3d938d904c55a659712cbb04,3d85c6566fe8a1ee3fa3350a15235b63379db2ed3d938d904c55a659712cbb04
annotations/model_expansion_v1/openrouter_pilot_v1/hindi_sol_v2_4_cell_audit_v1/hindi_wrong_language_audit_by_model.csv,csv,ignored,600,"historical annotation, validation, or pilot run state",unknown,unknown,none_found_by_direct_path_scan,historical_provenance,false,expensive,true,retain_or_archive,medium,Non-current annotation tree; preserve until run-level provenance is mapped.,,549d3c6f6f1c071e7b4bb67807f879eac6f1f58978e31bd986a1d5dffae9d867,549d3c6f6f1c071e7b4bb67807f879eac6f1f58978e31bd986a1d5dffae9d867
annotations/model_expansion_v1/openrouter_pilot_v1/hindi_sol_v2_4_cell_audit_v1/hindi_wrong_language_case_audit.csv,csv,ignored,313715,"historical annotation, validation, or pilot run state",unknown,unknown,none_found_by_direct_path_scan,historical_provenance,false,expensive,true,retain_or_archive,medium,Non-current annotation tree; preserve until run-level provenance is mapped.,,7ed29916e1cb8258c7711f150a6ab4b483171e646af7467fdfe76df55ad1ca19,7ed29916e1cb8258c7711f150a6ab4b483171e646af7467fdfe76df55ad1ca19
annotations/model_expansion_v1/openrouter_pilot_v1/hindi_sol_v2_4_cell_audit_v1/language_fidelity_confusion.csv,csv,ignored,103,"historical annotation, validation, or pilot run state",unknown,unknown,none_found_by_direct_path_scan,historical_provenance,false,expensive,true,retain_or_archive,medium,Non-current annotation tree; preserve until run-level provenance is mapped.,,74756cf848b4d7d81f234018f1059cb7e01a5bbb3789347f25cfe8da51502a30,74756cf848b4d7d81f234018f1059cb7e01a5bbb3789347f25cfe8da51502a30
annotations/model_expansion_v1/openrouter_pilot_v1/hindi_sol_v2_4_cell_audit_v1/luna_sol_agreement.csv,csv,ignored,120,"historical annotation, validation, or pilot run state",unknown,unknown,none_found_by_direct_path_scan,historical_provenance,false,expensive,true,retain_or_archive,medium,Non-current annotation tree; preserve until run-level provenance is mapped.,,7f3353573961f6ab4c171e6cc542538ba9eb46960a91b984f9225e5e02c3dd46,7f3353573961f6ab4c171e6cc542538ba9eb46960a91b984f9225e5e02c3dd46
annotations/model_expansion_v1/openrouter_pilot_v1/hindi_sol_v2_4_cell_audit_v1/luna_sol_disagreements.csv,csv,ignored,164458,"historical annotation, validation, or pilot run state",unknown,unknown,none_found_by_direct_path_scan,historical_provenance,false,expensive,true,retain_or_archive,medium,Non-current annotation tree; preserve until run-level provenance is mapped.,,88d8d624cc654c28080071e133fad9e558c9b12ff18b74e60134564e9e5ab5d0,88d8d624cc654c28080071e133fad9e558c9b12ff18b74e60134564e9e5ab5d0
annotations/model_expansion_v1/openrouter_pilot_v1/hindi_sol_v2_4_cell_audit_v1/manifest.json,json,ignored,4019,"historical annotation, validation, or pilot run state",unknown,unknown,none_found_by_direct_path_scan,historical_provenance,false,expensive,true,retain_or_archive,medium,Non-current annotation tree; preserve until run-level provenance is mapped.,,702ffb3fb747c0634f5ae79c348a781553f208743006b7e20bf148cf5f3c3b22,702ffb3fb747c0634f5ae79c348a781553f208743006b7e20bf148cf5f3c3b22
annotations/model_expansion_v1/openrouter_pilot_v1/hindi_sol_v2_4_cell_audit_v1/paired_labels.parquet,parquet,ignored,129151,"historical annotation, validation, or pilot run state",unknown,unknown,none_found_by_direct_path_scan,historical_provenance,false,expensive,true,retain_or_archive,medium,Non-current annotation tree; preserve until run-level provenance is mapped.,,c0bc64667222df5f498ac016cecc294c7d7206dfce4eecfe44d53c2af70df9c5,c0bc64667222df5f498ac016cecc294c7d7206dfce4eecfe44d53c2af70df9c5
annotations/model_expansion_v1/openrouter_pilot_v1/hindi_sol_v2_4_cell_audit_v1/prompt.txt,text,ignored,6505,"historical annotation, validation, or pilot run state",unknown,unknown,none_found_by_direct_path_scan,historical_provenance,false,expensive,true,retain_or_archive,medium,Non-current annotation tree; preserve until run-level provenance is mapped.,,d8b64963f77bd796f8bfc7d778ca2437c6fb5c572c9af0f7398955adaf3eb8af,d8b64963f77bd796f8bfc7d778ca2437c6fb5c572c9af0f7398955adaf3eb8af
annotations/model_expansion_v1/openrouter_pilot_v1/hindi_sol_v2_4_cell_audit_v1/provider_requests.jsonl,jsonl,ignored,5436925,"historical annotation, validation, or pilot run state",unknown,unknown,none_found_by_direct_path_scan,historical_provenance,false,expensive,true,retain_or_archive,medium,Non-current annotation tree; preserve until run-level provenance is mapped.,,c1756951d141fc175a703952b74ca60e5cb801e34863e03794ad89f8c00f052c,c1756951d141fc175a703952b74ca60e5cb801e34863e03794ad89f8c00f052c
annotations/model_expansion_v1/openrouter_pilot_v1/hindi_sol_v2_4_cell_audit_v1/response_schema.json,json,ignored,1746,"historical annotation, validation, or pilot run state",unknown,unknown,none_found_by_direct_path_scan,historical_provenance,false,expensive,true,retain_or_archive,medium,Non-current annotation tree; preserve until run-level provenance is mapped.,,51ff1ebb6cf77fa05202b7391f0d0e2ba01e0c39caeafc2a10feaeea747d9c16,51ff1ebb6cf77fa05202b7391f0d0e2ba01e0c39caeafc2a10feaeea747d9c16
annotations/model_expansion_v1/openrouter_pilot_v1/hindi_sol_v2_4_cell_audit_v1/results.jsonl,jsonl,ignored,952087,"historical annotation, validation, or pilot run state",unknown,unknown,none_found_by_direct_path_scan,historical_provenance,false,expensive,true,retain_or_archive,medium,Non-current annotation tree; preserve until run-level provenance is mapped.,,dd05143bbe006c26e53b58200e00f3cb0f2330bd19d497afaeea176c643bf8d3,dd05143bbe006c26e53b58200e00f3cb0f2330bd19d497afaeea176c643bf8d3
